id,name,category,price,color,description,image_url,sizes
131,Sibem Dress in Silk,Dress,890.0,Ivory,"Mini scarf dress with a gathered halter neckline, generous low back, and asymmetrical hem. Finished with an adjustable spaghetti strap tie closure, and cut in heavyweight, glossy silk satin with a liquid softness that enhances the silhouette's rich flowing lines.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/SibemDressinSilk_IVORY_9582.webp?v=1761746203,"XS,S,M,L"
132,Lolana Pant in Silk,Pant,690.0,Bronze,"Voluminous and subtly sheer pleated leg pants that gather and taper at the ankle. Cut from lightweight silk crepe de chine with a fluid drape, dry texture, and dry handfeel. The pants are complete with a mini-short lining and elastic waistband and leg openings for ease of wear.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/LolanaPantinSilk_BRONZE_9455.webp?v=1761746211,"XS,S,M,L"
133,Quillan Skirt in Silk,Skirt,810.0,Black,"Ankle length silk twill skirt with a smocked waist and shirred skirt, defined by an under-layer organza poof at the seam for slightly exaggerated shape and volume.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/QuillianSkirt_BLACK_9479.webp?v=1761746219,"XS,S,M,L"
134,Brontë Jean in Rigid Denim,Denim,430.0,Shaded Obsidian,"The Brontë Jean is high-waisted with a long, perfectly flared leg and zipper fly closure. Cut in thick rigid denim, this is a tight-fitting jean crafted to lift the butt and elongate the legs all at once.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/BronteJeaninShadedObsidian_5015-083-119_0030_f3f565c6-2af4-4fa4-9f30-3387ee24fb2b.webp?v=1761776636,"24,25,26,27,28,29,30"
135,Brontë Jean in Rigid Denim,Denim,430.0,Subdued Indigo,"The Brontë Jean is high-waisted with a long, perfectly flared leg and zipper fly closure. Cut in thick rigid denim, this is a tight-fitting jean crafted to lift the butt and elongate the legs all at once.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/BronteJeaninSubduedIndigo_5015-083-117_0021_f782d95b-4e2e-4dce-af20-36ceec8c1fc2.webp?v=1761776643,"24,25,26,27,28,29,30"
136,Elara Sweater in Cashmere,Sweater,590.0,Ivory,"Medium weight cashmere sweater with a high v-neck and raglan sleeves. Designed to fit slightly oversized with a slight taper at the hem, and finished with rib detailing.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/ElaraSweater_Ivory_FRONT_1.webp?v=1761745618,"XS,S,M,L"
137,Brein Shirt in Cotton,Top,430.0,Black,"This is an oversized button-up shirt with smoke mother-of-pearl buttons at the front placket and cuffs. Made in crisp, airy, and semi-sheer cotton organza that lends a refined balance of structure and softness to the classic silhouette.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/BreinShirt_Black_Front_b7d0fb13-d1a8-4da2-a0f4-fcdb381ab782.webp?v=1761746780,"XS,S,M,L"
138,Auvira Top in Silk,Top,570.0,Black,"This is a halter top with a back-neck tie closure, asymmetric front, hand-draped open back, and inside-out seam detailing. Cut for a relaxed fit on the body, the heavyweight, glossy silk satin has a liquid softness that enhances the top's rich flowing lines.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/AuviraTop_Black_FRONT_1.webp?v=1757375661,"XS,S,M,L"
139,Orwell Jean in Rigid Denim,Denim,430.0,Marshmallow White,"The Orwell Jean is an ode to perfect-fit vintage denim. This rigid denim jean is mid-rise with a classic straight leg and 5-button fly. Wear it true to size for a fitted look throughout, creating that lifted shape of the butt. Size it up one—or daringly, two—for the optimal slouch jean.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/OrwellJeaninMarshmallowWhite_5014-084-118_0017_5df75474-ff2c-4c0b-8990-c1b843df227b.webp?v=1761776542,"24,25,26,27,28,29,30"
140,Orwell Jean in Rigid Denim,Denim,430.0,Salt Air,"The Orwell Jean is an ode to perfect-fit vintage denim. This rigid denim jean is mid-rise with a classic straight leg and 5-button fly. Wear it true to size for a fitted look throughout, creating that lifted shape of the butt. Size it up one—or daringly, two—for the optimal slouch jean.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/OrwellJeaninSaltAir_5014-083-115_0022_b75dabe3-c1d4-4cdd-86f3-ce5441c7930f.webp?v=1761776548,"24,25,26,27,28,29,30"
141,Sibem Dress in Silk,Dress,890.0,Black,"Mini scarf dress with a gathered halter neckline, generous low back, and asymmetrical hem. Finished with an adjustable spaghetti strap tie closure, and cut in ultra-lightweight Italian silk twill with a soft, fluid handfeel.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/SibemDressinSilk_BLACK_9579.webp?v=1761746239,"XS,S,M,L"
142,Cira Tank in Wool,Sweater,230.0,Ivory,"A fitted, full-length tank top with a crew neckline and subtle contouring at the chest and back for a refined, classic silhouette. Knit from semi-sheer and light-weight ribbed merino wool.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/CiraKnitTankinWool_WHITE_9548.webp?v=1761741156,"XS,S,M,L"
143,Cira Tank in Wool,Sweater,230.0,Black,"A fitted, full-length tank top with a crew neckline and subtle contouring at the chest and back for a refined, classic silhouette. Knit from semi-sheer and light-weight ribbed merino wool.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/CiraKnitTankinWool_BLACK_9551.webp?v=1761741015,"XS,S,M,L"
144,Affine Coat in Ponyhair,Outerwear,8000.0,Leopard,"A collarless, A-line coat in smooth Italian ponyhair leather, featuring a hidden placket, princess seams, and on-seam pockets. The silhouette is accentuated by a detachable belt at the waist and mid-length hem. Handcrafted in Italy.",https://cdn.shopify.com/s/files/1/0667/6142/5143/files/AffineCoat_Leopard_Front_6a5f7cf6-164a-4c57-bf6b-e27858b6dfa7.webp?v=1761746545,"XS,S,M,L"
145,E-gift Card,Gift card,100.0,100 USD,,https://cdn.shopify.com/s/files/1/0667/6142/5143/files/aflalo_gift_card.webp?v=1726750159,"100 USD,1000 USD,250 USD,500 USD,750 USD"
